Symbol
YAPI KREDİ FİNANSAL KİRALAMA A.O..IS
YKR.IS
YKYAT.IS
YKB.IS
YKBNK.IS
YAPRK.IS
YATAS.IS
YAT.IS
YFMEN.IS
YATVK.IS
YYLGD.IS
YAYLA.IS
YGGYO.IS
YEOTK.IS
YGYO.IS
YYAPI.IS
YESIL.IS
YBTAS.IS
YONGA.IS
YKSLN.IS
YUNSA.IS
ZEDUR.IS
ZRGYO.IS
ZKBVK.IS
ZKBVR.IS
ZOREN.IS
ZORLF.IS
